"uuid","handle","rights","interdis","filepath","wos","scopus","pubmed","trdizin","yoktez","scopus_q","wos_q","issn","ispartof","auth_aff","author0","authority0","ou0","author1","authority1","ou1","author2","authority2","ou2","author3","authority3","ou3","author4","authority4","ou4","author5","authority5","ou5","author6","authority6","ou6","author7","authority7","ou7","author8","authority8","ou8","author9","authority9","ou9","author10","authority10","ou10","advisor0","advisor_authority0","ou_adv0","advisor1","advisor_authority1","ou_adv1","subject0","subject1","subject2","subject3","subject4","subject5","abstract","title","date","type","relation","fund","scopus_citation","wos_citation","views","downloads","google_num_citations","google_cites_per_year","plumcapture","plumcategorytotals","mendeley_readcount","mendeley_readers","citesperdoc2years","sjr"
"f1e241f1-c224-4323-b648-89d32cd05a6a","11147/6597","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6597/1/T001667.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Öner, Merve",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kazanasmaz, Zehra Tuğçe","rp00142",25,NULL,NULL,NULL,"Daylighting","Library spaces","Light shelf-reflective louver system","Library reading room",NULL,NULL,"Bina iç mekanlarına daha fazla miktarda günışığı kazanımı amacıyla, geniş cam
yüzeylere sahip binaların sayısı artış göstermektedir. Bununla birlikte; artan günışığı
miktarının daha fazla memnuniyet getirdiği yönünde bir ifade tam anlamıyla doğru
olmamaktadır. Kontrolsüz günışığı, görsel ve termal problemlere yol açarak kullanıcı
konforu ile arasında olumsuz etkileşimler göstererek sonuçlanmaktadır. Çeşitli
faaliyetlerin aynı anda icra edildiği kütüphane binaları, günışığı performansı yönünden
uygun tasarlanmalıdır ki bu sayede kullanıcı memnuniyeti yükseltilebilir.
Bu çalışma, yeni yerleşim düzeni ve ışık rafı-aynalı jaluzi sistemi yardımıyla bir
akademik kütüphanenin görsel performans koşullarının iyileştirilmesine
odaklanmaktadır. Örnek mekan olarak İzmir Yüksek Teknoloji Enstitüsü
Kütüphanesi’nin okuma salonlarından biri seçilip mevcut doğal aydınlatma koşulları
aydınlık ve parıltı ölçer cihazlar yardımıyla ölçülmüştür. Yeni getirilecek önerilerin
performans testinde kullanılmak üzere, söz konusu mekan daha sonra günışığı
simülasyon aracı kullanılarak analiz edilmiştir. Oturma planındaki farklı noktaların
parıltı ve aydınlık değeri dağılımı, görsel performans bazlı öneriler dikkate alınarak
değerlendirilmiştir. Mevcut modeldeki günışığı performans değerlendirmesi
sonuçlarındaki eksiklikler göz önünde bulundurularak, sırasıyla yeni bir oturma düzeni
ve ışık rafı-aynalı jaluzi sistemi önerileri getirilerek iyileştirme amaçlanmıştır. Sonuç
olarak; aydınlık değeri, parıltı dağılımı ve üniformite yönünden kütüphane günışığı
performansı önemli oranda iyileştirilmiştir.
Pencereye yakın bölümlerdeki aşırı miktardaki günışığının belirgin düşüşü
sebebiyle mekandaki ortalama aydınlık seviyesinde bir azalış gözlenmesine rağmen,
resmin tamamına bakıldığında, basit bir yerleşim düzeni değişimi ve doğal aydınlatma
sistemi tasarımı ile bir kütüphane okuma salonunun görsel performans koşullarında
nasıl iyileştirme yapılabileceğine dair ipuçları elde edilmektedir.","The influence of a new layout arrangement and a light shelf-reflective louver system on satisfying visual conditions in academic library reading room","2017-07","Master Thesis",NULL,NULL,NULL,NULL,"56","66",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4ba3c95b-c1ac-440b-a8be-df79a8a9787a","11147/2412","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/2412/1/2412.pdf",NULL,NULL,NULL,NULL,NULL,"Q3",NULL,"0910-6340","Analytical Sciences",NULL,"Abbasi, Husam U.",NULL,NULL,"Eroğlu, Ahmet Emin","rp00235",10,"Anwari, Mohammad A.",NULL,NULL,"Volkan, Mürvet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Chloride","Germanium","Atomic absorption spectrometry","Volatilization",NULL,NULL,"The sample dissolution is probably the most crucial step in the determination of germanium in geological and metallurgical samples due to formation of volatile germanium compounds during the course of dissolution. It has been stated that this is especially true for the samples having high sulfide and/or chloride content.","Evaluation of dissolution methods in the presence of high chloride content for the determination of germanium in geological matrices by hydride generation atomic absorption spectrometry","2001","Article",NULL,"TÜBİTAK","6","7","100","136",NULL,NULL,NULL,NULL,NULL,NULL,"2,04","450"
"e9548780-be7e-4799-84db-ecc1103fd02e","11147/7327","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/7327/1/10176671.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gülmez, Yekta",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Tekin, Hüseyin Cumhur","rp00035",14,"Bulmuş, Volga","rp00232",14,"Heavy metals","Arsenic","Arsenic detection","Determination of arsenic",NULL,NULL,"Ağır metaller, dünya kabuğunun bir parçasıdır ve yeraltı sularında birikmeleri önemli bir
problem haline gelmiştir. Düşük konsantrasyonlarında bile vücutta ciddi zararlı sonuçları
vardır. Arsenik de ciddi sağlık sorunlarına neden olan ağır metallerden biridir örneğin;
kanser, diyabet vb. Gelişmekte olan ülkelerin çoğunda arsenik miktarının içme suyundaki
tespiti yetersizdir. Bu nedenle, özellikle Bangladeş'te 100 kişiden 1'i arsenik kaynaklı
kanser nedeniyle ölmektedir. Dünya Sağlık Örgütü'ne göre, içme suyunda maksimum
arsenik konsantrasyonu 10 μg / L olmalıdır ancak gelişmekte olan ülkelerde bu miktar 50
μg/L ve üzerine çıkmaktadır. Bununla birlikte, mevcut yöntemler bu aralıkta arsenik
tespit edememektedir veya standartta arsenik tespit edebilenler, gelişmekte olan ülkelerin
karşılayamayacağı kadar yüksek fiyatlara sahiptir. Bu nedenle, bu projenin amacı arsenik
tespiti için bir cihaz geliştirmektir. Bu projede, bir mikroakışkan çip geliştirildi ve metalik
özelliklerinden dolayı sonuç elde etmek için altın nanoparçacıklar kullanıldı. İlke, As-S
bağı ve Au-S bağı temel alınarak tasarlanmıştır. Farklı arsenik örneklerinin
konsantrasyonu mikroakışkan çipin içine enjekte edildi ve 1.3 mg/L arsenik
konsantrasyonu tespit edilebildi. Daha sonra sisteme şırınga pompası eklendi ve akış
uygulandı. Sonuç olarak, geliştirilen mikroakışkan çip, 2.2 μg / L'de arsenik tespit
edebiliyor.","Development of a fluidic platform for automated analysis of heavy metals","2019-07","Master Thesis",NULL,"TUBITAK (SBAG/217S518)",NULL,NULL,"98","32",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4988d5b0-f2db-41d6-b4ad-1fdefb1d69ad","11147/10384","info:eu-repo/semantics/openAccess",NULL,NULL,"WOS:000594124900004",NULL,NULL,NULL,NULL,"Q1",NULL,"2470-0029","Physical Review D",NULL,"Karapınar, Güler","rp01849",11,"CMS Collaboration",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"A measurement of the Higgs boson Yukawa coupling to the top quark is presented using proton-proton collision data at root s = 13 TeV, corresponding to an integrated luminosity of 137 fb(-1), recorded with the CMS detector. The coupling strength with respect to the standard model value, Y-t, is determined from kinematic distributions in t (t) over bar final states containing ee, mu mu, or e mu pairs. Variations of the Yukawa coupling strength lead to modified distributions for t (t) over bar production. In particular, the distributions of the t (t) over bar mass of the a system and the rapidity difference of the top quark and antiquark are sensitive to the value of Y-t. The measurement yields a best fit value of Y-t = 1.16(-0.35)(+0.24), bounding Y-t < 1.54 at a 95% confidence level.","Measurement of the top quark Yukawa coupling from t(t)over-bar kinematic distributions in the dilepton final state in proton-proton collisions at root s=13 TeV","2020","Article",NULL,"We congratulate our colleagues in the CERN accelerator departments for the excellent performance of the LHC and thank the technical and administrative staffs at CERN and at other CMS institutes for their contributions to the success of the CMS effort. In addition, we gratefully acknowledge the computing centers and personnel of the Worldwide LHC Computing Grid for delivering so effectively the computing infrastructure essential to our analyses. Finally, we acknowledge the enduring support for the construction and operation of the LHC and the CMS detector provided by the following funding agencies: BMBWF and FWF (Austria); FNRS and FWO (Belgium); CNPq, CAPES, FAPERJ, FAPERGS, and FAPESP (Brazil); MES (Bulgaria); CERN; CAS, MoST, and NSFC (China); COLCIENCIAS (Colombia); MSES and CSF (Croatia); RIF (Cyprus); SENESCYT (Ecuador); MoER, ERC IUT, PUT and ERDF (Estonia); Academy of Finland, MEC, and HIP (Finland); CEA and CNRS/IN2P3 (France); BMBF, DFG, and HGF (Germany); GSRT (Greece); NKFIA (Hungary); DAE and DST (India); IPM (Iran); SFI (Ireland); INFN (Italy); MSIP and NRF (Republic of Korea); MES (Latvia); LAS (Lithuania); MOE and UM (Malaysia); BUAP, CINVESTAV, CONACYT, LNS, SEP, and UASLP-FAI (Mexico); MOS (Montenegro); MBIE (New Zealand); PAEC (Pakistan); MSHE and NSC (Poland); FCT (Portugal); JINR (Dubna); MON, RosAtom, RAS, RFBR, and NRC KI (Russia); MESTD (Serbia); SEIDI, CPAN, PCTI, and FEDER (Spain); MOSTR (Sri Lanka); Swiss Funding Agencies (Switzerland); MST (Taipei); ThEPCenter, IPST, STAR, and NSTDA (Thailand); TUBITAK and TAEK (Turkey); NASU (Ukraine); STFC (United Kingdom); DOE and NSF (USA). Individuals have received support from the Marie-Curie program and the European Research Council andHorizon 2020Grants, ContractNo. 675440, No. 752730, and No. 765710 (European Union); the Leventis Foundation; the A. P. Sloan Foundation; the Alexander von Humboldt Foundation; the Belgian Federal Science Policy Office; the Fonds pour la Formation a la Recherche dans l'Industrie et dans l'Agriculture (FRIA-Belgium); the Agentschap voor Innovatie door Wetenschap en Technologie (IWTBelgium); the F. R. S.-FNRS and FWO (Belgium) under the ""Excellence of Science-EOS""-be.h Project No. 30820817; the Beijing Municipal Science and Technology Commission, No. Z191100007219010; the Ministry of Education, Youth and Sports (MEYS) of the Czech Republic; the Deutsche Forschungsgemeinschaft (DFG) under Germany's Excellence Strategy-EXC 2121 ""Quantum Universe""-390833306; the Lendulet (""Momentum"") Program and the Janos Bolyai Research Scholarship of the Hungarian Academy of Sciences, the New National Excellence Program UNKP, the NKFIA research Grants No. 123842, No. 123959, No. 124845, No. 124850, No. 125105, No. 128713, No. 128786, and No. 129058 (Hungary); the Council of Science and Industrial Research, India; the HOMING PLUS program of the Foundation for Polish Science, cofinanced from European Union, Regional Development Fund, the Mobility Plus program of the Ministry of Science and Higher Education, the National Science Center (Poland), Contracts Harmonia 2014/14/M/ST2/00428, Opus 2014/13/B/ST2/02543, 2014/15/B/ST2/03998, and 2015/19/B/ST2/02861, Sonata-bis 2012/07/E/ST2/01406; the National Priorities Research Program by Qatar National Research Fund; the Ministry of Science and Higher Education, Project No. 02.a03.21.; 0005 (Russia); the Tomsk Polytechnic University Competitiveness Enhancement Program; the Programa Estatal de Fomento de la Investigacion Cientifica y Tecnica de Excelencia Maria de Maeztu, grantMDM-20150509 and the Programa Severo Ochoa del Principado de Asturias; the Thalis and Aristeia programs cofinanced by EU-ESF and the Greek NSRF; the Rachadapisek Sompot Fund for Postdoctoral Fellowship, Chulalongkorn University and the ChulalongkornAcademic into Its 2ndCenturyProject Advancement Project (Thailand); the Graduate Research Fellowship Program of the National Science Foundation, Grant No. DGE-141911; the Kavli Foundation; the Nvidia Corporation; the SuperMicro Corporation; the Welch Foundation, Contract No. C-1845; and the Weston Havens Foundation (USA).","0","3","46","0",NULL,NULL,NULL,NULL,NULL,NULL,"4,72","1664"
"e6c66664-2e96-4234-a705-0479fc3c8577","11147/6664","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6664/1/6664.pdf","WOS:000435007700014","2-s2.0-85029737063",NULL,NULL,NULL,"Q3",NULL,"1865-0929","17th International Conference on Software Process Improvement and Capability Determination",NULL,"Erdem, Sezen",NULL,NULL,"Demirörs, Onur","rp00032",13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Agile software development","Process discovery","Process mining","Process conformance checking","Software design",NULL,"Agile software development methods have become popular in the software development field during the last decade. Majority of software organizations develop or claim to develop software based on agile methods. Process mining is a process management technique that allows for the analysis of business processes based on the event logs. The aim of process mining is to discover, monitor and improve real processes, but not assumed processes, by extracting knowledge from event logs readily available in information systems. Process mining can be used to discover agile processes followed in organizations/projects to determine the actual processes followed. Process mining can also establish the necessary evidences for assessing or measuring the agility of organizations. This study explores the usability of process mining methods in agile software development context. The results of an exploratory case study on using process mining techniques in a software project managed by Scrum are depicted. We also discuss the benefits of the process mining techniques used and compare different tools utilized.","An exploratory study on usage of process mining in agile software development","2017","Conference Object",NULL,NULL,"2","3","186","300","7","{2018: 2, 2019: 0, 2020: 1, 2021: 3}","{""(READER_COUNT,32)""}","{""(capture,32)"",""(citation,5)""}",36,"{'Student  > Postgraduate': 2, 'Professor > Associate Professor': 1, 'Researcher': 1, 'Student  > Master': 6, 'Student  > Ph. D. Student': 8, 'Professor': 4, 'Student  > Bachelor': 6, 'Student  > Doctoral Student': 2, 'Lecturer': 1}","0,56","188"
"c0ce9368-9a3c-4a11-9c29-f985a8a34bbc","11147/12090","info:eu-repo/semantics/embargoedAccess",NULL,"/bitstream/11147/12090/1/1-s2.0-S0011916422002958-main.pdf","WOS:000803740800001","2-s2.0-85130639261",NULL,NULL,NULL,NULL,NULL,NULL,"Desalination",NULL,"Jarma, Yakubu A.",NULL,NULL,"Karaoğlu, Aslı",NULL,NULL,"Senan, Islam Rashad Ahmed",NULL,NULL,"Baba, Alper","rp00082",19,"Kabay, Nalan",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Boron","Brine minimization","Geothermal water",NULL,NULL,NULL,"Brine obtained during water treatment by pressure driven membrane processes remains the major drawback. Therefore, it is of paramount important to find a lasting solution in order to minimize its production by both nanofiltration (NF) and reverse osmosis (RO) membranes. In this study, an experimental study with the aim of brine minimization during membrane desalination of the geothermal reinjection fluid using a mini-pilot scale membrane test system having spiral wound NF and RO membranes was conducted. The membranes employed for this task were TR-NF and BW30-RO membranes. First, studies with different brine to feed ratios of 1:4, 1:3, 1:2 and 2:3 represented as NF-F2, NF-F3, NF-F4 and NF-F5, respectively were investigated using TR-NF membrane. A control study with no brine recirculation was conducted as well in order to check the effect of brine recirculation on the membrane performance. Secondly, studies with BW30-RO membrane using same brine to feed ratios as in the case of NF membrane studies were carried out. An applied pressure of 15 bar, initial water recovery of 60% and 4 h of experimental time were employed as operational conditions for both NF and RO membrane studies. Based on the results obtained, it was found that the brine recirculation (with a brine to fresh feed ratio of 2:3) has a significant impact on the permeate flux. The product water can be utilized for the agricultural irrigation purposes. Nevertheless, the boron concentration in the product water was still high for the sensitive crops.","Brine minimization in desalination of the geothermal reinjection fluid by pressure-driven membrane separation processes","2022-08-01","Article",NULL,NULL,"0","0","16002","0",NULL,NULL,NULL,NULL,NULL,NULL,"7,58","1814"
"ca3f88f9-9ba6-43c3-ad27-bf8590f79db1","11147/6261","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6261/1/6261.pdf","WOS:000382291800001","2-s2.0-84984649244",NULL,NULL,NULL,"Q1",NULL,"1029-8479","Journal of High Energy Physics",NULL,"ATLAS Collaboration",NULL,NULL,"CMS Collaboration",NULL,NULL,"Karapınar, Güler","rp01849",11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Large Hadron Collider (LHC)","Compact Muon Solenoid","CMS experiment","ATLAS experiment",NULL,NULL,"Combined ATLAS and CMS measurements of the Higgs boson production and decay rates, as well as constraints on its couplings to vector bosons and fermions, are presented. The combination is based on the analysis of five production processes, namely gluon fusion, vector boson fusion, and associated production with a W or a Z boson or a pair of top quarks, and of the six decay modes H → ZZ, W W, γγ, ττ, bb, and μμ. All results are reported assuming a value of 125.09 GeV for the Higgs boson mass, the result of the combined measurement by the ATLAS and CMS experiments. The analysis uses the CERN LHC proton-proton collision data recorded by the ATLAS and CMS experiments in 2011 and 2012, corresponding to integrated luminosities per experiment of approximately 5 fb−1 at √s = 7 TeV and 20 fb−1 at √s = 8 TeV. The Higgs boson production and decay rates measured by the two experiments are combined within the context of three generic parameterisations: two based on cross sections and branching fractions, and one on ratios of coupling modifiers. Several interpretations of the measurements with more model-dependent parameterisations are also given. The combined signal yield relative to the Standard Model prediction is measured to be 1.09 ± 0.11. The combined measurements lead to observed significances for the vector boson fusion production process and for the H → ττ decay of 5.4 and 5.5 standard deviations, respectively. The data are consistent with the Standard Model predictions for all parameterisations considered.","Measurements of the Higgs boson production and decay rates and constraints on its couplings from a combined ATLAS and CMS analysis of the LHC pp collision data at ?s = 7 and 8 TeV","2016-08","Article",NULL,"The Scientific and Technical Research Council of Turkey, and Turkish Atomic Energy Authority","555","329","88","118",NULL,NULL,NULL,NULL,NULL,NULL,"4,10","948"
"e0415a4f-1ba6-4830-b806-33965ec4ab86","11147/6956","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/6956/1/T001779.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Bursalı, Hikmet",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yaman, Fatih","rp00043",17,NULL,NULL,NULL,"Field measurement techniques","Microwave frequence","CLIC Project",NULL,NULL,NULL,"Sıkışık Doğrusal Çarpıştırıcı (CLIC) Projesi son aşamasında 3 TeV çarpışma enerjisine ulaşması planlanan 3 aşamalı 50 km uzunluğunda doğrusal bir e−, e+ çarpıştırıcısıdır. CLIC hızlandırıcısı son aşamasında 140000 civarında hızlandırıcı yapısı içermektedir. Üretim aşamasına geçilmeden önce maliyet iyileştirme çalışmaları devam etmektedir. CLIC Projesi tasarım parametrelerini elde etmek için, hızlandırıcı yapıları oksijen içermeyen (OFE) bakırdan tekli elmas uç kullanılarak ultra hassas makine işleme teknikleri ile üretilmektedir. Gerekli olan mikrometre düzeydeki hassasiyet, bu yapıları son üretim aşamasında çok pahalı hale getirmektedir. Bu hızlandırıcı yapıların bakır parçaların montajı iki yarım şeklinde elektron kaynağı ya da disk olarak üretilip difüzyon bağlama ile yapılmaktadır. Bu tezde hızlandırıcı disk yapılarının iç yarıçaplarındaki bozulmalar ile aynı disklerin frekans sapmaları arasındaki olası korelasyon difüzyon bağlama işleminin öncesi ve sonrası için araştırıldı. Bu çalışmanın sonuçları, makine işleme hassasiyeti ve difüzyon bağlama işleminin etkisinin anlaşılıp üretim maliyetinin iyileştirilmesi için kullanılacaktır.","Simulations and measurements of X-band accelerating structures for the CLIC project","2018-07","Master Thesis",NULL,NULL,NULL,NULL,"34","70",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"916f38e6-4f8a-4e0d-9d7e-eafed355c630","11147/8701","info:eu-repo/semantics/openAccess",NULL,NULL,"WOS:000429098900036","2-s2.0-85047666573",NULL,NULL,NULL,"Q1",NULL,"0370-2693","Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",NULL,"Karapınar, Güler","rp01849",11,"CMS Collaboration",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CMS","Physics","Higgs","Observation",NULL,NULL,"A measurement of the H -> tau tau signal strength is performed using events recorded in proton-proton collisions by the CMS experiment at the LHC in 2016 at a center-of-mass energy of 13TeV. The data set corresponds to an integrated luminosity of 35.9 fb(-1). The H -> tau tau signal is established with a significance of 4.9 standard deviations, to be compared to an expected significance of 4.7 standard deviations. The best fit of the product of the observed H -> tau tau signal production cross section and branching fraction is 1.09(-0.2)(6+0.27) times the standard model expectation. The combination with the corresponding measurement performed with data collected by the CMS experiment at center-of-mass energies of 7 and 8 TeV leads to an observed significance of 5.9 standard deviations, equal to the expected significance. This is the first observation of Higgs boson decays to tau leptons by a single experiment. (c) 2018 The Author(s). Published by Elsevier B.V.","Observation of the Higgs boson decay to a pair of tau leptons with the CMS detector","2018","Article",NULL,NULL,"99","139","76","0",NULL,NULL,NULL,NULL,NULL,NULL,"4,42","1795"
"0a02cb12-8bae-4751-bae6-f0c3fe11f5a0","11147/11958","info:eu-repo/semantics/openAccess",NULL,"/bitstream/11147/11958/1/10424835.pdf",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aldanmaz, Ataol Behram",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Artem, Hatice Seçil","rp00109",21,"Dede, Mehmet İsmet Can","rp00110",21,"Surgery applications","Robotics in medicine","Computer-assisted surgery","Parallel manipulators",NULL,NULL,"Bu çalışmada 2URRR-URR paralel bir manipülatörün yerçekimi dengelenmesi çalışılmıştır. Manipülatör, minimal invaziv transnasal hipofiz bezi cerrahisi uygulaması için bir endoskop tutucu olarak tasarlanmıştır. Cerrahi operasyonda hastanın burun deliğinden hipofiz bezine giden doğal bir yoldan endoskop yerleştirilir ve operasyon gerçekleşir. Bu esnada motorlarda her hangi bir arıza olması halinde manipülatörün konumunu koruması ve manipülatörün kontrollünün kolaylaşması için bu çalışmada statik dengeleme çözümü geliştirilmiş, manipülatör prototipi dengelenmiş ve test edilmiştir. Paralel manipülatörün üç bacağı olup, manipülatörün çalışma alanı kısıtları nedeniyle uç-işlemci kütlesi iki bacağa dağıtılmıştır. Her bacakta üç uzuv olup ikisi karşıt kütle kullanılarak bacağın toplam kütlesi sabit platforma bağlı uzva indirgenerek dengeleme problemi iki serbestlik dereceli bir ters sarkacın dengelenme problemine dönüşmüştür. Sabit platforma bağlı uzvun üzerine yerleştirilen ek bir parçaya bir adet yayın bağlanmasıyla manipülatörün istenilen çalışma alanında statik dengelenmesi sağlanmış ve benzetim sonuçlarına göre motor torklarında dengelenmemiş haline göre 93.5% bir düşüş gözlemlenmiştir. Son olarak, dengeleme çözümü prototip üzerinde motorlar aktif durumda uygunlandı. Manipülatör dengelemeye ulaşılmış olsada sistemde bulunan boşluk, burulma ve yayların gerginlik ayarları nedeniyle motorların uygulaması gereken torklar çoğunlukla düşmüş olsa da bazı konumlarda bu durum değişmektedir. Sistemdeki boşluğun alınması, mekanik kısıtların giderilmesi ve yayların daha iyi bir şekilde gerilmesi ile daha iyi tork sonuçları alınabilir.","Gravity compensation of a 2R1T mechanism with remote center of motion for minimally invasive transnasal surgery applications [Master Thesis]","2021-09","Master Thesis",NULL,NULL,NULL,NULL,"148","76",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b7e0abb0-56cd-4645-8cb1-07a7bb0716a5","11147/8448","info:eu-repo/semantics/openAccess",NULL,NULL,"WOS:000521730300049",NULL,NULL,NULL,NULL,"Q1",NULL,"0370-2693","Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",NULL,"Karapınar, Güler","rp01849",11,"CMS Collaboration",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CMS","Physics","Lambda(c) baryons","Nuclear modification factor","Heavy flavor",NULL,"The transverse momentum (P-T) spectra of inclusively produced A c P baryons are measured via the exclusive decay channel Lambda(+)(c) -> pK(-)pi(+) using the CMS detector at the LHC. Spectra are measured as a function of transverse momentum in proton-proton (pp) and lead-lead (PbPb) collisions at a nucleonnucleon center-of-mass energy of 5.02TeV. The measurement is performed within the Lambda(+)(c) rapidity interval vertical bar Y vertical bar < 1 in the p(T) range of 5-20GeV/c in pp and 10-20GeV/c in PbPb collisions. The observed yields of Lambda(+)(c) for p(T) of 10-20 GeV/c suggest a suppression in central PbPb collisions compared to pp collisions scaled by the number of nucleon-nucleon (NN) interactions. The Lambda(+)(c)/D-0 production ratio in pp collisions is compared to theoretical models. In PbPb collisions, this ratio is consistent with the result from pp collisions in their common p-r range. (C) 2020 The Author(s). Published by Elsevier B.V.","Production of Lambda(+)(c) baryons in proton-proton and lead-lead collisions at root S-NN=5.02 TeV","2020","Article",NULL,NULL,"2","13","68","0",NULL,NULL,NULL,NULL,NULL,NULL,"4,42","1795"
